code,term
0403030D0,Citalopram hydrobromide
0403030D0AA,Citalopram hydrobromide
0403030D0AAAAAA,Citalopram 20mg tablets
0403030D0AAABAB,Citalopram 10mg tablets
0403030D0AAACAC,Citalopram 40mg tablets
0403030D0AAADAD,Citalopram 20mg/5ml oral suspension
0403030D0AAAGAG,Citalopram 10mg/5ml oral suspension
0403030D0BB,Cipramil hydrobromide
0403030D0BBAAAA,Cipramil 20mg tablets
0403030D0BBABAB,Cipramil 10mg tablets
0403030D0BBACAC,Cipramil 40mg tablets
0403030E0,Fluoxetine hydrochloride
0403030E0AA,Fluoxetine hydrochloride
0403030E0AAAAAA,Fluoxetine 20mg capsules
0403030E0AAACAC,Fluoxetine 20mg/5ml oral solution
0403030E0AAAEAE,Fluoxetine 60mg capsules
0403030E0AAAGAG,Fluoxetine 2.5mg/5ml oral liquid
0403030E0AAAHAH,Fluoxetine 20mg/5ml oral solution sugar free
0403030E0AAAIAI,Fluoxetine 2mg/5ml oral liquid
0403030E0AAAKAK,Fluoxetine 20mg dispersible tablets sugar free
0403030E0AAALAL,Fluoxetine 10mg capsules
0403030E0AAAMAM,Fluoxetine 30mg capsules
0403030E0AAANAN,Fluoxetine 40mg capsules
0403030E0AAAPAP,Fluoxetine 10mg tablets
0403030E0AAAQAQ,Fluoxetine 10mg/5ml oral suspension
0403030E0BB,Prozac
0403030E0BBAAAA,Prozac 20mg capsules
0403030E0BBABAC,Prozac 20mg/5ml liquid
0403030E0BBACAE,Prozac 60mg capsules
0403030E0BC,Felicium
0403030E0BCAAAA,Felicium 20mg capsules
0403030E0BD,Oxactin
0403030E0BDAAAA,Oxactin 20mg capsules
0403030E0BE,Ranflutin
0403030E0BEAAAA,Ranflutin 20mg capsules
0403030E0BF,Prozit
0403030E0BFAAAC,Prozit 20mg/5ml oral solution
0403030E0BG,Prozep
0403030E0BGAAAH,Prozep 20mg/5ml oral solution
0403030E0BH,Olena
0403030E0BHAAAK,Olena 20mg dispersible tablets
0403030L0,Fluvoxamine maleate
0403030L0AA,Fluvoxamine maleate
0403030L0AAAAAA,Fluvoxamine 50mg tablets
0403030L0AAABAB,Fluvoxamine 100mg tablets
0403030L0AAAEAE,Fluvoxamine 50mg/5ml oral suspension
0403030L0BB,Faverin
0403030L0BBAAAA,Faverin 50mg tablets
0403030L0BBABAB,Faverin 100mg tablets
0403030P0,Paroxetine hydrochloride
0403030P0AA,Paroxetine hydrochloride
0403030P0AAAAAA,Paroxetine 20mg tablets
0403030P0AAABAB,Paroxetine 30mg tablets
0403030P0AAADAD,Paroxetine 20mg/5ml oral liquid
0403030P0AAAEAE,Paroxetine 30mg/5ml oral liquid
0403030P0AAAFAF,Paroxetine 10mg/5ml oral liquid
0403030P0AAAGAG,Paroxetine 10mg/5ml oral suspension sugar free
0403030P0AAAKAK,Paroxetine 10mg tablets
0403030P0AAALAL,Paroxetine 40mg tablets
0403030P0BB,Seroxat
0403030P0BBAAAA,Seroxat 20mg tablets
0403030P0BBABAB,Seroxat 30mg tablets
0403030P0BBACAG,Seroxat 20mg/10ml liquid
0403030P0BBADAK,Seroxat 10mg tablets
0403030Q0,Sertraline hydrochloride
0403030Q0AA,Sertraline hydrochloride
0403030Q0AAAAAA,Sertraline 50mg tablets
0403030Q0AAABAB,Sertraline 100mg tablets
0403030Q0AAAIAI,Sertraline 12.5mg/5ml oral suspension
0403030Q0AAAKAK,Sertraline 150mg/5ml oral suspension
0403030Q0AAANAN,Sertraline 20mg/5ml oral suspension
0403030Q0AAAPAP,Sertraline 10mg/5ml oral suspension
0403030Q0AAAQAQ,Sertraline 50mg/5ml oral suspension
0403030Q0AAARAR,Sertraline 100mg/5ml oral suspension
0403030Q0AAASAS,Sertraline 15mg/5ml oral suspension
0403030Q0AAATAT,Sertraline 5mg/5ml oral suspension
0403030Q0AAAUAU,Sertraline 75mg/5ml oral suspension
0403030Q0AAAVAV,Sertraline 50mg/5ml oral solution
0403030Q0AAAWAW,Sertraline 25mg/5ml oral solution
0403030Q0AAAXAX,Sertraline 25mg/5ml oral suspension
0403030Q0AAAYAY,Sertraline 12.5mg tablets
0403030Q0BB,Lustral
0403030Q0BBAAAA,Lustral 50mg tablets
0403030Q0BBABAB,Lustral 100mg tablets
0403030X0,Escitalopram
0403030X0AA,Escitalopram
0403030X0AAAAAA,Escitalopram 10mg tablets
0403030X0AAABAB,Escitalopram 20mg tablets
0403030X0AAACAC,Escitalopram 5mg tablets
0403030X0AAADAD,Escitalopram 10mg/ml oral drops sugar free
0403030X0AAAFAF,Escitalopram 20mg/ml oral drops sugar free
0403030X0BB,Cipralex
0403030X0BBAAAA,Cipralex 10mg tablets
0403030X0BBABAB,Cipralex 20mg tablets
0403030X0BBACAC,Cipralex 5mg tablets
0403030X0BBADAD,Cipralex 10mg/ml oral drops
0403030X0BBAEAF,Cipralex 20mg/ml oral drops
0403030Z0,Citalopram hydrochloride
0403030Z0AA,Citalopram hydrochloride
0403030Z0AAAAAA,Citalopram 40mg/ml oral drops sugar free
0403030Z0BB,Cipramil hydrochloride
0403030Z0BBAAAA,Cipramil 40mg/ml drops
