code,term
F11,Mental and behavioural disorders due to use of opioids
F110,Mental and behavioural disorders due to use of opioids : Acute intoxication
F111,Mental and behavioural disorders due to use of opioids : Harmful use
F112,Mental and behavioural disorders due to use of opioids : Dependence syndrome
F113,Mental and behavioural disorders due to use of opioids : Withdrawal state
F114,Mental and behavioural disorders due to use of opioids : Withdrawal state with delirium
F115,Mental and behavioural disorders due to use of opioids : Psychotic disorder
F116,Mental and behavioural disorders due to use of opioids : Amnesic syndrome
F117,Mental and behavioural disorders due to use of opioids : Residual and late-onset psychotic disorder
F118,Mental and behavioural disorders due to use of opioids : Other mental and behavioural disorders
F119,Mental and behavioural disorders due to use of opioids : Unspecified mental and behavioural disorder
F12,Mental and behavioural disorders due to use of cannabinoids
F120,Mental and behavioural disorders due to use of cannabinoids : Acute intoxication
F121,Mental and behavioural disorders due to use of cannabinoids : Harmful use
F122,Mental and behavioural disorders due to use of cannabinoids : Dependence syndrome
F123,Mental and behavioural disorders due to use of cannabinoids : Withdrawal state
F124,Mental and behavioural disorders due to use of cannabinoids : Withdrawal state with delirium
F125,Mental and behavioural disorders due to use of cannabinoids : Psychotic disorder
F126,Mental and behavioural disorders due to use of cannabinoids : Amnesic syndrome
F127,Mental and behavioural disorders due to use of cannabinoids : Residual and late-onset psychotic disorder
F128,Mental and behavioural disorders due to use of cannabinoids : Other mental and behavioural disorders
F129,Mental and behavioural disorders due to use of cannabinoids : Unspecified mental and behavioural disorder
F13,Mental and behavioural disorders due to use of sedatives or hypnotics
F130,Mental and behavioural disorders due to use of sedatives or hypnotics : Acute intoxication
F131,Mental and behavioural disorders due to use of sedatives or hypnotics : Harmful use
F132,Mental and behavioural disorders due to use of sedatives or hypnotics : Dependence syndrome
F133,Mental and behavioural disorders due to use of sedatives or hypnotics : Withdrawal state
F134,Mental and behavioural disorders due to use of sedatives or hypnotics : Withdrawal state with delirium
F135,Mental and behavioural disorders due to use of sedatives or hypnotics : Psychotic disorder
F136,Mental and behavioural disorders due to use of sedatives or hypnotics : Amnesic syndrome
F137,Mental and behavioural disorders due to use of sedatives or hypnotics : Residual and late-onset psychotic disorder
F138,Mental and behavioural disorders due to use of sedatives or hypnotics : Other mental and behavioural disorders
F139,Mental and behavioural disorders due to use of sedatives or hypnotics : Unspecified mental and behavioural disorder
F14,Mental and behavioural disorders due to use of cocaine
F140,Mental and behavioural disorders due to use of cocaine : Acute intoxication
F141,Mental and behavioural disorders due to use of cocaine : Harmful use
F142,Mental and behavioural disorders due to use of cocaine : Dependence syndrome
F143,Mental and behavioural disorders due to use of cocaine : Withdrawal state
F144,Mental and behavioural disorders due to use of cocaine : Withdrawal state with delirium
F145,Mental and behavioural disorders due to use of cocaine : Psychotic disorder
F146,Mental and behavioural disorders due to use of cocaine : Amnesic syndrome
F147,Mental and behavioural disorders due to use of cocaine : Residual and late-onset psychotic disorder
F148,Mental and behavioural disorders due to use of cocaine : Other mental and behavioural disorders
F149,Mental and behavioural disorders due to use of cocaine : Unspecified mental and behavioural disorder
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
F150,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Acute intoxication"
F151,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Harmful use"
F152,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Dependence syndrome"
F153,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Withdrawal state"
F154,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Withdrawal state with delirium"
F155,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Psychotic disorder"
F156,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Amnesic syndrome"
F157,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Residual and late-onset psychotic disorder"
F158,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Other mental and behavioural disorders"
F159,"Mental and behavioural disorders due to use of other stimulants, including caffeine : Unspecified mental and behavioural disorder"
F16,Mental and behavioural disorders due to use of hallucinogens
F160,Mental and behavioural disorders due to use of hallucinogens : Acute intoxication
F161,Mental and behavioural disorders due to use of hallucinogens : Harmful use
F162,Mental and behavioural disorders due to use of hallucinogens : Dependence syndrome
F163,Mental and behavioural disorders due to use of hallucinogens : Withdrawal state
F164,Mental and behavioural disorders due to use of hallucinogens : Withdrawal state with delirium
F165,Mental and behavioural disorders due to use of hallucinogens : Psychotic disorder
F166,Mental and behavioural disorders due to use of hallucinogens : Amnesic syndrome
F167,Mental and behavioural disorders due to use of hallucinogens : Residual and late-onset psychotic disorder
F168,Mental and behavioural disorders due to use of hallucinogens : Other mental and behavioural disorders
F169,Mental and behavioural disorders due to use of hallucinogens : Unspecified mental and behavioural disorder
F18,Mental and behavioural disorders due to use of volatile solvents
F180,Mental and behavioural disorders due to use of volatile solvents : Acute intoxication
F181,Mental and behavioural disorders due to use of volatile solvents : Harmful use
F182,Mental and behavioural disorders due to use of volatile solvents : Dependence syndrome
F183,Mental and behavioural disorders due to use of volatile solvents : Withdrawal state
F184,Mental and behavioural disorders due to use of volatile solvents : Withdrawal state with delirium
F185,Mental and behavioural disorders due to use of volatile solvents : Psychotic disorder
F186,Mental and behavioural disorders due to use of volatile solvents : Amnesic syndrome
F187,Mental and behavioural disorders due to use of volatile solvents : Residual and late-onset psychotic disorder
F188,Mental and behavioural disorders due to use of volatile solvents : Other mental and behavioural disorders
F189,Mental and behavioural disorders due to use of volatile solvents : Unspecified mental and behavioural disorder
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
F190,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Acute intoxication
F191,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Harmful use
F192,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Dependence syndrome
F193,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Withdrawal state
F194,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Withdrawal state with delirium
F195,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : Psychotic disorder
