dmd_type,dmd_id,dmd_name,bnf_code
VMP,321589009,Risperidone 1mg tablets,040201030AAAAAA
AMP,13120811000001102,Risperidone 1mg tablets,040201030AAAAAA
AMP,18466411000001107,Risperidone 1mg tablets,040201030AAAAAA
AMP,12873211000001105,Risperidone 1mg tablets,040201030AAAAAA
AMP,13125711000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,18507811000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,13768811000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,13438211000001102,Risperidone 1mg tablets,040201030AAAAAA
AMP,14127711000001109,Risperidone 1mg tablets,040201030AAAAAA
AMP,30090711000001106,Risperidone 1mg tablets,040201030AAAAAA
AMP,35913211000001105,Risperidone 1mg tablets,040201030AAAAAA
AMP,18478711000001106,Risperidone 1mg tablets,040201030AAAAAA
AMP,13118411000001106,Risperidone 1mg tablets,040201030AAAAAA
AMP,30881311000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,35181011000001101,Risperidone 1mg tablets,040201030AAAAAA
AMP,14401311000001106,Risperidone 1mg tablets,040201030AAAAAA
AMP,17924911000001108,Risperidone 1mg tablets,040201030AAAAAA
AMP,13723611000001102,Risperidone 1mg tablets,040201030AAAAAA
AMP,37330411000001101,Risperidone 1mg tablets,040201030AAAAAA
AMP,38913811000001102,Risperidone 1mg tablets,040201030AAAAAA
AMP,15186111000001106,Risperidone 1mg tablets,040201030AAAAAA
AMP,12885511000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,36815211000001100,Risperidone 1mg tablets,040201030AAAAAA
AMP,21882011000001101,Risperidone 1mg tablets,040201030AAAAAA
AMP,14770711000001104,Risperidone 1mg tablets,040201030AAAAAA
VMP,321590000,Risperidone 2mg tablets,040201030AAABAB
AMP,13121111000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,18466711000001101,Risperidone 2mg tablets,040201030AAABAB
AMP,12873711000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,13126011000001106,Risperidone 2mg tablets,040201030AAABAB
AMP,18508111000001108,Risperidone 2mg tablets,040201030AAABAB
AMP,13769311000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,13438511000001104,Risperidone 2mg tablets,040201030AAABAB
AMP,14128411000001104,Risperidone 2mg tablets,040201030AAABAB
AMP,30091011000001100,Risperidone 2mg tablets,040201030AAABAB
AMP,23562011000001108,Risperidone 2mg tablets,040201030AAABAB
AMP,18479111000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,13118711000001100,Risperidone 2mg tablets,040201030AAABAB
AMP,35181211000001106,Risperidone 2mg tablets,040201030AAABAB
AMP,14402311000001102,Risperidone 2mg tablets,040201030AAABAB
AMP,17925211000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,13723911000001108,Risperidone 2mg tablets,040201030AAABAB
AMP,37330211000001100,Risperidone 2mg tablets,040201030AAABAB
AMP,20891211000001105,Risperidone 2mg tablets,040201030AAABAB
AMP,15186911000001109,Risperidone 2mg tablets,040201030AAABAB
AMP,12885911000001107,Risperidone 2mg tablets,040201030AAABAB
AMP,36815711000001107,Risperidone 2mg tablets,040201030AAABAB
AMP,21882311000001103,Risperidone 2mg tablets,040201030AAABAB
AMP,14771011000001105,Risperidone 2mg tablets,040201030AAABAB
VMP,321591001,Risperidone 3mg tablets,040201030AAACAC
AMP,13121311000001101,Risperidone 3mg tablets,040201030AAACAC
AMP,18466911000001104,Risperidone 3mg tablets,040201030AAACAC
AMP,12874011000001103,Risperidone 3mg tablets,040201030AAACAC
AMP,13126211000001101,Risperidone 3mg tablets,040201030AAACAC
AMP,18508311000001105,Risperidone 3mg tablets,040201030AAACAC
AMP,13769511000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,13438711000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,35181511000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,14128811000001102,Risperidone 3mg tablets,040201030AAACAC
AMP,30091211000001105,Risperidone 3mg tablets,040201030AAACAC
AMP,23561411000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,18479311000001101,Risperidone 3mg tablets,040201030AAACAC
AMP,13118911000001103,Risperidone 3mg tablets,040201030AAACAC
AMP,14402611000001107,Risperidone 3mg tablets,040201030AAACAC
AMP,17925411000001104,Risperidone 3mg tablets,040201030AAACAC
AMP,13724111000001107,Risperidone 3mg tablets,040201030AAACAC
AMP,37331411000001105,Risperidone 3mg tablets,040201030AAACAC
AMP,20894411000001106,Risperidone 3mg tablets,040201030AAACAC
AMP,15187111000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,12886111000001103,Risperidone 3mg tablets,040201030AAACAC
AMP,36816411000001105,Risperidone 3mg tablets,040201030AAACAC
AMP,21882511000001109,Risperidone 3mg tablets,040201030AAACAC
AMP,14771211000001100,Risperidone 3mg tablets,040201030AAACAC
VMP,321592008,Risperidone 4mg tablets,040201030AAADAD
AMP,13121511000001107,Risperidone 4mg tablets,040201030AAADAD
AMP,18467111000001104,Risperidone 4mg tablets,040201030AAADAD
AMP,12874211000001108,Risperidone 4mg tablets,040201030AAADAD
AMP,13126411000001102,Risperidone 4mg tablets,040201030AAADAD
AMP,18508511000001104,Risperidone 4mg tablets,040201030AAADAD
AMP,13769711000001104,Risperidone 4mg tablets,040201030AAADAD
AMP,13438911000001106,Risperidone 4mg tablets,040201030AAADAD
AMP,14129211000001108,Risperidone 4mg tablets,040201030AAADAD
AMP,30091411000001109,Risperidone 4mg tablets,040201030AAADAD
AMP,23561211000001105,Risperidone 4mg tablets,040201030AAADAD
AMP,18479511000001107,Risperidone 4mg tablets,040201030AAADAD
AMP,13119111000001108,Risperidone 4mg tablets,040201030AAADAD
AMP,35181911000001102,Risperidone 4mg tablets,040201030AAADAD
AMP,14403011000001109,Risperidone 4mg tablets,040201030AAADAD
AMP,17925611000001101,Risperidone 4mg tablets,040201030AAADAD
AMP,13724311000001109,Risperidone 4mg tablets,040201030AAADAD
AMP,37332011000001109,Risperidone 4mg tablets,040201030AAADAD
AMP,20896811000001101,Risperidone 4mg tablets,040201030AAADAD
AMP,15187411000001104,Risperidone 4mg tablets,040201030AAADAD
AMP,12886311000001101,Risperidone 4mg tablets,040201030AAADAD
AMP,36816911000001102,Risperidone 4mg tablets,040201030AAADAD
AMP,21882711000001104,Risperidone 4mg tablets,040201030AAADAD
AMP,14771411000001101,Risperidone 4mg tablets,040201030AAADAD
VMP,321597002,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13375911000001107,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,15861711000001108,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13380911000001109,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13769111000001100,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,38112211000001107,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,15239911000001106,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13342511000001105,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,30880911000001106,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,35180511000001102,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13934811000001107,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,14775911000001106,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,17924511000001101,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,30172711000001109,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,20890811000001103,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,15186411000001101,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,13153411000001106,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,33527711000001100,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,21881611000001102,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
AMP,14771811000001104,Risperidone 1mg/ml oral solution sugar free,040201030AAAEAE
VMP,321599004,Risperidone 6mg tablets,040201030AAAFAF
AMP,13121711000001102,Risperidone 6mg tablets,040201030AAAFAF
AMP,20169211000001101,Risperidone 6mg tablets,040201030AAAFAF
AMP,12874611000001105,Risperidone 6mg tablets,040201030AAAFAF
AMP,13126611000001104,Risperidone 6mg tablets,040201030AAAFAF
AMP,18508711000001109,Risperidone 6mg tablets,040201030AAAFAF
AMP,13770111000001102,Risperidone 6mg tablets,040201030AAAFAF
AMP,13439111000001101,Risperidone 6mg tablets,040201030AAAFAF
AMP,30091611000001107,Risperidone 6mg tablets,040201030AAAFAF
AMP,23562211000001103,Risperidone 6mg tablets,040201030AAAFAF
AMP,13119511000001104,Risperidone 6mg tablets,040201030AAAFAF
AMP,30881611000001105,Risperidone 6mg tablets,040201030AAAFAF
AMP,35182211000001104,Risperidone 6mg tablets,040201030AAAFAF
AMP,14403411000001100,Risperidone 6mg tablets,040201030AAAFAF
AMP,17925811000001102,Risperidone 6mg tablets,040201030AAAFAF
AMP,13724511000001103,Risperidone 6mg tablets,040201030AAAFAF
AMP,37331011000001101,Risperidone 6mg tablets,040201030AAAFAF
AMP,20897711000001107,Risperidone 6mg tablets,040201030AAAFAF
AMP,15187711000001105,Risperidone 6mg tablets,040201030AAAFAF
AMP,12886511000001107,Risperidone 6mg tablets,040201030AAAFAF
AMP,36817311000001100,Risperidone 6mg tablets,040201030AAAFAF
AMP,21882911000001102,Risperidone 6mg tablets,040201030AAAFAF
AMP,14771611000001103,Risperidone 6mg tablets,040201030AAAFAF
VMP,321602009,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13120611000001101,Risperidone 500microgram tablets,040201030AAAKAK
AMP,18466211000001108,Risperidone 500microgram tablets,040201030AAAKAK
AMP,12873011000001100,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13125511000001105,Risperidone 500microgram tablets,040201030AAAKAK
AMP,18507611000001104,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13769911000001102,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13438011000001107,Risperidone 500microgram tablets,040201030AAAKAK
AMP,14127011000001107,Risperidone 500microgram tablets,040201030AAAKAK
AMP,37784211000001101,Risperidone 500microgram tablets,040201030AAAKAK
AMP,23561611000001107,Risperidone 500microgram tablets,040201030AAAKAK
AMP,18478411000001100,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13118211000001107,Risperidone 500microgram tablets,040201030AAAKAK
AMP,30881111000001102,Risperidone 500microgram tablets,040201030AAAKAK
AMP,35180711000001107,Risperidone 500microgram tablets,040201030AAAKAK
AMP,14401011000001108,Risperidone 500microgram tablets,040201030AAAKAK
AMP,17924711000001106,Risperidone 500microgram tablets,040201030AAAKAK
AMP,13723411000001100,Risperidone 500microgram tablets,040201030AAAKAK
AMP,37331611000001108,Risperidone 500microgram tablets,040201030AAAKAK
AMP,15185911000001102,Risperidone 500microgram tablets,040201030AAAKAK
AMP,12885311000001106,Risperidone 500microgram tablets,040201030AAAKAK
AMP,36814911000001105,Risperidone 500microgram tablets,040201030AAAKAK
AMP,21881811000001103,Risperidone 500microgram tablets,040201030AAAKAK
AMP,14770511000001109,Risperidone 500microgram tablets,040201030AAAKAK
VMP,4054011000001109,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,13375511000001100,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,13480111000001104,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,14129611000001105,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,37783011000001109,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,30880211000001102,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,15159711000001106,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,13724711000001108,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,14720911000001103,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
AMP,21881211000001104,Risperidone 1mg orodispersible tablets sugar free,040201030AAALAL
VMP,4054111000001105,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,13375711000001105,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,13480311000001102,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,14129911000001104,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,37783211000001104,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,30880511000001104,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,15159511000001101,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,13724911000001105,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,20890411000001100,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,14721211000001101,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
AMP,21881411000001100,Risperidone 2mg orodispersible tablets sugar free,040201030AAAMAM
VMP,9045911000001108,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,13375311000001106,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,13479811000001106,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,14129411000001107,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,37782811000001106,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,30880011000001107,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,15159911000001108,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,14720711000001100,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
AMP,21881011000001109,Risperidone 500microgram orodispersible tablets sugar free,040201030AAANAN
VMP,11140811000001105,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,13656811000001100,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,13480511000001108,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,35652611000001106,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,37783511000001101,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,30880711000001109,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,13725111000001106,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
AMP,19744711000001108,Risperidone 3mg orodispersible tablets sugar free,040201030AAAPAP
VMP,11140911000001100,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,13657211000001104,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,13480711000001103,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,35648311000001100,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,37783811000001103,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,13725311000001108,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
AMP,19744911000001105,Risperidone 4mg orodispersible tablets sugar free,040201030AAAQAQ
VMP,16101811000001106,Risperidone 125micrograms/5ml oral solution,040201030AAARAR
AMP,16092411000001106,Risperidone 125micrograms/5ml oral solution,040201030AAARAR
VMP,35611811000001108,Risperidone 250micrograms/5ml oral suspension,040201030AAASAS
AMP,35604711000001104,Risperidone 250micrograms/5ml oral suspension,040201030AAASAS
VMP,38696711000001103,Risperidone 250microgram tablets,040201030AAATAT
AMP,38743011000001109,Risperidone 250microgram tablets,040201030AAATAT
AMP,38666111000001102,Risperidone 250microgram tablets,040201030AAATAT
AMP,589911000001105,Risperdal 1mg tablets,040201030BBAAAA
AMP,858911000001109,Risperdal 2mg tablets,040201030BBABAB
AMP,518911000001100,Risperdal 3mg tablets,040201030BBACAC
AMP,429611000001104,Risperdal 4mg tablets,040201030BBADAD
AMP,343311000001101,Risperdal 1mg/ml oral solution,040201030BBAEAE
AMP,153111000001109,Risperdal 6mg tablets,040201030BBAFAF
AMP,526611000001101,Risperdal 500microgram tablets,040201030BBAGAK
AMP,4039211000001101,Risperdal Quicklet 1mg orodispersible tablets,040201030BBAHAL
AMP,4039711000001108,Risperdal Quicklet 2mg orodispersible tablets,040201030BBAIAM
AMP,9044211000001100,Risperdal Quicklet 500microgram orodispersible tablets,040201030BBAJAN
AMP,11134611000001103,Risperdal Quicklet 3mg orodispersible tablets,040201030BBAKAP
AMP,11134311000001108,Risperdal Quicklet 4mg orodispersible tablets,040201030BBALAQ
VMP,321612002,Olanzapine 5mg tablets,040201060AAAAAA
AMP,15509811000001104,Olanzapine 5mg tablets,040201060AAAAAA
AMP,23486211000001106,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19558211000001106,Olanzapine 5mg tablets,040201060AAAAAA
AMP,34961311000001108,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19564211000001105,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19543511000001102,Olanzapine 5mg tablets,040201060AAAAAA
AMP,38811611000001105,Olanzapine 5mg tablets,040201060AAAAAA
AMP,37464811000001107,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19591911000001102,Olanzapine 5mg tablets,040201060AAAAAA
AMP,32438211000001106,Olanzapine 5mg tablets,040201060AAAAAA
AMP,30841711000001109,Olanzapine 5mg tablets,040201060AAAAAA
AMP,23954711000001104,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19838811000001109,Olanzapine 5mg tablets,040201060AAAAAA
AMP,20103411000001103,Olanzapine 5mg tablets,040201060AAAAAA
AMP,20313611000001109,Olanzapine 5mg tablets,040201060AAAAAA
AMP,29932111000001109,Olanzapine 5mg tablets,040201060AAAAAA
AMP,36590911000001102,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19561111000001102,Olanzapine 5mg tablets,040201060AAAAAA
AMP,36848611000001100,Olanzapine 5mg tablets,040201060AAAAAA
AMP,21822211000001101,Olanzapine 5mg tablets,040201060AAAAAA
AMP,19914911000001109,Olanzapine 5mg tablets,040201060AAAAAA
VMP,321613007,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19573811000001100,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,23486411000001105,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19558411000001105,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,36947711000001104,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19564411000001109,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19543311000001108,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,38811811000001109,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,30065211000001105,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19592111000001105,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,32438511000001109,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,37123711000001109,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,35174211000001104,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19838611000001105,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,20103611000001100,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,20313811000001108,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,29932311000001106,Olanzapine 7.5mg tablets,040201060AAABAB
AMP,19561311000001100,Olanzapine 7.5mg tablets,040201060AAABAB
